,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,LAYERINDEX,longitude,latitude
521,41435,DED-2673,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم التاج الذهبى,GOLDEN CROWN RESTAURANT,54.36966137,24.4954662,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6772828,krshetty@emirates.net.ae,,71091,Eating and Drinking,30,Restaurant,32,54.36966137000002,24.49546620000001
522,41436,DED-2674,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,كافتيريا الاختيار الافضل,BEST CHOICE CAFETERIA,54.36891937,24.49710083,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6715858,ralshaibani@hotmail.com,,3565,Eating and Drinking,30,Restaurant,32,54.368919370000015,24.497100830000022
523,41437,DED-2675,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فودبى العربى - ذ م م - فرع,ARAB UDUPI RESTAURANT - L L C - BRANCH,54.37068633,24.49618958,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6781334,udupi@emirates.net.ae,6794198,46519,Eating and Drinking,30,Restaurant,32,54.37068633000001,24.49618958000002
524,41438,DED-2676,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اقبال - ذ م م,IQBAL RESTAURANT - LLC,54.36992645,24.49493408,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6727224,,,46695,Eating and Drinking,30,Restaurant,32,54.36992644999998,24.494934080000007
525,41439,DED-2677,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم مسله ماجيك,MASALA MAGIC RESTAURANT,54.36914825,24.49539566,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6720662,,,106058,Eating and Drinking,30,Restaurant,32,54.36914825000002,24.495395659999986
526,41440,DED-2678,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كوسينا ذ م م,KUSINA RESTAURANT L L C,54.36858567,24.49550066,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6434533,,,46758,Eating and Drinking,30,Restaurant,32,54.368585670000016,24.495500660000005
527,41441,DED-2679,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومقهى هافانا,HAVANA CAFE & RESTAURANT,54.37195969,24.49637413,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6724400,havana_cs@yahoo.com,6746965,4896,Eating and Drinking,30,Restaurant,32,54.37195968999998,24.496374129999992
528,41442,DED-2680,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,الامارات الدولية للمطاعم - تشليز - ذ م م - فرع ابوظبي,EMIRATES INTERNATIONAL RESTAURANTS - CHILIS - L L C - ABU DHABI,54.36748886,24.49414539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6716300,chilis.abudhabi@eiruae.ae,6716301,47418,Eating and Drinking,30,Restaurant,32,54.36748885999998,24.49414539000003
529,41443,DED-2681,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم النباتى الملكى,ROYAL VEGETERIAN RESTAURANT,54.37093096,24.49636095,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.37093096000001,24.496360949999996
530,41444,DED-2682,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وحاتى الفيشاوى,AL FEESHAWI RESTAURANT & GRILLS,54.37031555,24.49779892,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6767076,,6740994,30334,Eating and Drinking,30,Restaurant,32,54.37031554999999,24.49779891999998
531,41445,DED-2683,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شابكشاه,SUBIHKSHA RESTAURANT,54.36965179,24.49656296,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,ahmeduae@eim.ae,,,Eating and Drinking,30,Restaurant,32,54.36965178999998,24.496562960000006
532,41458,DED-1292,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الفوار اللبنانى,AL FAWAR AL LEBANON RESTAURANT & CAFETERIA,54.43777266,24.43375036,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 41,E41,6715900,,,51200,Eating and Drinking,30,Restaurant,32,54.43777266000001,24.433750359999976
533,41469,DED-1310,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم حديقة الواحة الصيني,OASIS GARDEN  CHINES  RESTAURANT,54.43120003,24.43298912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,4499600,AHAMEDTK@HOTMAIL.COM,4499611,32248,Eating and Drinking,30,Restaurant,32,54.431200030000014,24.432989120000002
534,41470,DED-2013,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم عجوى,AJWA RESTAURANT,54.71779823,24.23954964,أبوظبي,Abu Dhabi,النهضة,Al Nahda,النهضة الجديدة,Al Nahda Al Jadeedah,5837157,,,76289,Eating and Drinking,30,Restaurant,32,54.71779823000003,24.239549640000007
535,41472,DED-2016,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نسيم الصباح,MORNING BREEZE RESTAURANT,54.4664917,24.34514427,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح غرب 4,MW4,5510445,,6731516,28358,Eating and Drinking,30,Restaurant,32,54.466491700000006,24.34514426999999
536,41474,DED-2018,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر المندي,MANDE PALACE  RESTAURANT,54.61722946,24.3045826,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 4,EB4,5822273,,,10988,Eating and Drinking,30,Restaurant,32,54.617229459999976,24.304582600000003
537,41475,DED-2019,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الاتحاد - فرع,UNION  RESTAURANT- BRANCH,54.50370951,24.36294464,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  11,M11,,,,,Eating and Drinking,30,Restaurant,32,54.50370951000002,24.362944640000023
538,41476,DED-2020,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شيرمان وخدمات التموين -  ذ.م.م,SHERMAN RESTAURANT & CATERING -  L.L.C.,54.50985336,24.36229515,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  11,M11,,,,,Eating and Drinking,30,Restaurant,32,54.50985336000002,24.362295150000023
539,41483,DED-2684,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جبل الرحمة,JABAL AL RAHMAN RESTAURANT,54.36950684,24.49734688,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6775147,,,94750,Eating and Drinking,30,Restaurant,32,54.369506839999985,24.49734688000001
540,41484,DED-2685,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بوبايز - ذ م م- فرع 8,POPEYES REATAURANT LLC - BRANCH 8,54.36749086,24.49414925,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.367490859999975,24.49414925000002
541,41485,DED-2686,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم روتشي -  ذ.م.م,RUCHI RESTAURANT - L.L.C.,54.36839294,24.49456978,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6792679,,6715523,43379,Eating and Drinking,30,Restaurant,32,54.36839293999998,24.494569780000006
542,41486,DED-2689,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومقهى هافانا - فرع,HAVANA CAFE & RESTAURANT - BRANCH,54.37064934,24.49693108,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6724400,havana_cs@yahoo.com,,33066,Eating and Drinking,30,Restaurant,32,54.37064934,24.496931080000024
543,41487,DED-2690,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الطباق,AL TABAQ RESTAURANT,54.37149429,24.49612808,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.37149428999999,24.496128080000005
544,41488,DED-2691,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اجمل,AJMAL RESTAURANT,54.37141228,24.49670029,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6748915,,,53854,Eating and Drinking,30,Restaurant,32,54.371412280000015,24.49670028999998
545,41489,DED-2692,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سمهر للمأكولات الاثيوبية والسودانية,SAMHAR ETHIOPEAN & SUDANESE FOODS,54.36927414,24.49667168,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,45307,Eating and Drinking,30,Restaurant,32,54.369274140000016,24.49667168000002
546,41490,DED-2693,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سليمان على,SULEIMAN ALI RESTAURANT,54.36912918,24.49582005,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6742815,,,47956,Eating and Drinking,30,Restaurant,32,54.369129180000016,24.49582005000002
547,41491,DED-2694,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اناند السعيد,ANAND AL SAEED RESTAURANT,54.36865317,24.49476285,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6775599,,,46896,Eating and Drinking,30,Restaurant,32,54.368653170000016,24.494762849999972
548,41492,DED-2695,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الركن الشرقى,ORIENT CORNER RESTAURANT,54.36748886,24.49414539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6211059,,6327202,2911,Eating and Drinking,30,Restaurant,32,54.36748885999998,24.49414539000003
549,41493,DED-2696,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المأكولات الفلبينية (فرع1),PHILIPPINE FOOD RESTAURANT (BRANCH1),54.36859123,24.49508766,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.36859122999999,24.495087660000024
550,41494,DED-2697,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ملك المدينة,CITY KING RESTAURANT,54.37031695,24.49779943,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6778848,,6778848,30334,Eating and Drinking,30,Restaurant,32,54.37031695000002,24.497799429999986
551,41501,DED-697,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ابوالوفاء,ABUL WAFA RESTAURANT,54.53527069,24.33038521,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5529782,,,105741,Eating and Drinking,30,Restaurant,32,54.535270690000004,24.330385209999974
552,41502,DED-698,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم العروج,AL AROOJ RESTAURANT,54.53643388,24.33299972,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5530477,almarzouqi_uae@yahoo.com,,41102,Eating and Drinking,30,Restaurant,32,54.536433880000004,24.332999719999975
553,41503,DED-699,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وادي كشمير,KASHMIR VALLEY RESTAURANT,54.53527069,24.33038521,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,25524473,,,110264,Eating and Drinking,30,Restaurant,32,54.535270690000004,24.330385209999974
554,41504,DED-700,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم هزار,HAZAR RESTAURANT,54.53323833,24.33186957,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5522134,,,12815,Eating and Drinking,30,Restaurant,32,54.53323833000002,24.33186956999998
555,41505,DED-701,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم خيمة الكرم والضيافة,KHAIMAT AL KARAM & DIYAFA RESTAURANT,54.53646623,24.33234079,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,,Eating and Drinking,30,Restaurant,32,54.536466229999974,24.33234078999999
556,41506,DED-702,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم صهاريج عدن,SAHAREEJ ADEN RESTAURANT,54.53569984,24.32976723,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,127262,Eating and Drinking,30,Restaurant,32,54.53569984000001,24.329767230000016
557,41507,DED-1311,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بيت القهوه الهندى ـ ذ م م ـ فرع,INDIAN COFFE HOUSE RESTAURANT - BRANCH,54.43426138,24.43255743,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,,,,,Eating and Drinking,30,Restaurant,32,54.43426138000001,24.432557429999974
558,41508,DED-1312,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشروق اليمنى,EAST YEMAN RESTAURANT,54.4339695,24.43260002,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,4494432,,4496407,75972,Eating and Drinking,30,Restaurant,32,54.43396949999999,24.432600019999995
559,41509,DED-1313,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم خورفكان الشعبى الجديد,NEW KHORFAKAN PEOPLES RESTAURANT,54.43120003,24.43298912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 40,E40,0,ahamedtk@hotmail.com,,4680,Eating and Drinking,30,Restaurant,32,54.431200030000014,24.432989120000002
560,41511,DED-1338,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مجمع مينا السراب لأدارة المطاعم ذ م م,MIRAGE MARINE RESTAURANTS MANAGEMENT COMPLEX LLC,54.3117733,24.47813988,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,مجمّع مارينا الملكى,Marina Royal Compound,6734666,,6450913,38702,Eating and Drinking,30,Restaurant,32,54.31177330000003,24.478139880000015
561,41512,DED-1339,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم البورتو ذ م م,ELPORTO RESTAURANT L L C,54.3117733,24.47813988,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,مجمّع مارينا الملكى,Marina Royal Compound,6359956,,6450913,36753,Eating and Drinking,30,Restaurant,32,54.31177330000003,24.478139880000015
562,41515,DED-1346,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ريجال سيتي,REGAL CITY RESTUARANT,54.38636902,24.4641442,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 25,E25,,,,,Eating and Drinking,30,Restaurant,32,54.38636902000002,24.46414420000002
563,41523,DED-2093,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم صلالة - ذ م م,SALALA RESTAURANT - L C C,54.64523877,24.28417409,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,5834594,,,10787,Eating and Drinking,30,Restaurant,32,54.64523876999999,24.284174090000022
564,41524,DED-2094,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اسحاق على,ISHAQ ALI RESTAURANT,54.64523888,24.28417397,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,5835610,,,55684,Eating and Drinking,30,Restaurant,32,54.64523888000002,24.284173969999983
565,41525,DED-2095,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر الامراء - ذ م م,PRINCES PALACE RESTAURANT - L L C,54.64648715,24.2832265,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,5833993,,5833382,10414,Eating and Drinking,30,Restaurant,32,54.646487149999984,24.283226500000012
566,41526,DED-2096,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,بيتزا واى,PIZZA WAY,54.64142227,24.2872076,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,5833313,belmour@emirates.net.ae,6661337,42578,Eating and Drinking,30,Restaurant,32,54.64142227000002,24.287207599999988
567,41527,DED-2097,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سراج - فرع ابوظبى,SIRAJ RESTAURANT - ABU DHABI BRANCH,54.64142404,24.28720728,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس شرق 9,EB9,5834828,,,74340,Eating and Drinking,30,Restaurant,32,54.641424040000004,24.28720728000002
568,41528,DED-2145,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المراغي,AL MARAGHI RESTAURANT,54.51140408,24.37830181,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  8,M8,,,,127102,Eating and Drinking,30,Restaurant,32,54.51140407999998,24.378301809999982
569,41531,DED-2698,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المأكولات الفلبينية (فرع1),PHILIPPINE FOOD RESTAURANT (BRANCH1),54.36859131,24.49508762,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.36859131,24.495087619999993
570,41532,DED-2699,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بوبايز - ذ م م- فرع 8,POPEYES REATAURANT LLC - BRANCH 8,54.36748886,24.49414539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.36748885999998,24.49414539000003
571,41533,DED-2700,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم النوعية,KWALITY RESTAURANT,54.371986390000004,24.49707222,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,2672737,kwality@emirates.net.ae,6777675,7789,Eating and Drinking,30,Restaurant,32,54.37198639000002,24.497072220000007
572,41534,DED-2701,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الاوتوماتيك,AUTOMATIC RESTAURANT & CAFETERIA,54.36796951,24.49363327,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6779782,,,43213,Eating and Drinking,30,Restaurant,32,54.36796951000002,24.493633269999975
573,41535,DED-2702,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الدجاج الجنوبى ـ ذ م م - فرع3,SOUTHERN FRIED CHICKEN RESTAURANT - BRANCH3,54.37021255,24.49861908,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,,Eating and Drinking,30,Restaurant,32,54.37021255000002,24.498619080000026
574,41536,DED-2703,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كينوبي,CANOPY RESTAURANT,54.36789322,24.49449539,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,,,,35558,Eating and Drinking,30,Restaurant,32,54.367893219999985,24.494495389999997
575,41537,DED-2706,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,ماكيس للوجبات السريعة,MIKEES FAST FOOD,54.36840439,24.49530792,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_2,E9_02,6723355,criscobe@yahoo.com,,29826,Eating and Drinking,30,Restaurant,32,54.36840439000002,24.495307920000016
576,41555,DED-1368,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الياقوت الأحمر,RED RUBY  RESTAURANT,54.52351642,24.37716229,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,5542952,,,8535,Eating and Drinking,30,Restaurant,32,54.52351642000002,24.37716229
577,41556,DED-1369,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نجم القطارة,NAJMA AL QATARA RESTAURANT,54.51738167,24.37602425,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,5548883,,5521758,9148,Eating and Drinking,30,Restaurant,32,54.51738167000002,24.37602425
578,41557,DED-1370,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوي باب الحارة,BAB ALHARAH RESTAURANT & GRILL,54.51689761,24.37619904,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,,,,,Eating and Drinking,30,Restaurant,32,54.51689761,24.376199040000017
579,41558,DED-1371,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم محبوب,MAHBOOB RESTAURANT,54.5191021,24.37399673,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,,,,25317,Eating and Drinking,30,Restaurant,32,54.5191021,24.373996729999988
580,41559,DED-1372,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر الصفا,ALSAFAA  PALACE  RESTAURANT,54.51773022,24.37745291,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,,,,29421,Eating and Drinking,30,Restaurant,32,54.517730219999976,24.377452909999988
581,41560,DED-1373,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومعجنات موال الشام,MAWAL AL SHAM RESTURANT &  PASTY,54.51653671,24.37623024,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,5557787,,,71500,Eating and Drinking,30,Restaurant,32,54.516536710000025,24.376230239999984
582,41561,DED-1374,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,الشركة الاهلية للاغذية ذ م م - فرع,AL AHLIA FOOD COMPANY W L L - BRANCH,54.52351642,24.37716229,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  2,M2,,,,,Eating and Drinking,30,Restaurant,32,54.52351642000002,24.37716229
583,41571,DED-2157,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ناجية,NAJIA RESTAURANT,54.35469316,24.48942627,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 1,E1,6224381,,,43801,Eating and Drinking,30,Restaurant,32,54.35469316000001,24.489426270000024
584,41574,DED-2182,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم محمد منير - فرع 1,MOHAMMED MUNIR RESTAURANT - BRANCH 1,54.51049995,24.36924171,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,,Eating and Drinking,30,Restaurant,32,54.510499949999996,24.369241709999983
585,41575,DED-2183,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم دايموند ستي - ذ م م,DIAMOND CITY RESTAURANT - L LC,54.50716782,24.37244415,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,,Eating and Drinking,30,Restaurant,32,54.50716782000001,24.37244414999998
586,41576,DED-2184,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومعجنات روابى الشام - فرع,RAWABI AL SHAM RESTAURANT & PASTY - BRANCH,54.50362396,24.37057686,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,,,,,Eating and Drinking,30,Restaurant,32,54.50362396000003,24.37057686000003
587,41577,DED-2185,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم القصر الفاخر  ذ م م,DELUXE  PALACE  RESTAURANT   L L C,54.50919612,24.36929599,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,5528017,,5521373,9317,Eating and Drinking,30,Restaurant,32,54.50919612000001,24.369295990000012
588,41578,DED-2186,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومعجنات روابى الشام,RAWABI AL SHAM RESTAURANT & PASTY,54.50177002,24.37146759,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,4432154,talalshaman@hotmail.com,4432622,71500,Eating and Drinking,30,Restaurant,32,54.50177001999998,24.37146759000001
589,41579,DED-2187,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم خان دربار,KHAN DARBAR RESTAURANT,54.50202942,24.37148952,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  10,M10,5557717,,,132550,Eating and Drinking,30,Restaurant,32,54.502029419999985,24.37148952000001
590,41591,DED-2804,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الصبطين,AL SIBTAIN RESTAURANT,54.37319008,24.48188441,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_2,E4_02,6723472,,,55104,Eating and Drinking,30,Restaurant,32,54.37319007999997,24.48188441000002
591,41599,DED-722,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومطبخ الصفصاف,AL SAFSAF RESTAURANT & CUSINE,54.53266335,24.33377838,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5522585,,5520556,9541,Eating and Drinking,30,Restaurant,32,54.53266335000001,24.333778380000012
592,41600,DED-723,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,بيت المشويات ـ قوس قزح   ذ  م  م  فرع,RAINBOW   STEAK HOUSE  L L C   BRANCH,54.53333282,24.32997513,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,6212500,rainbowf@emirates.net.ae,6330102,46663,Eating and Drinking,30,Restaurant,32,54.53333282,24.32997512999998
593,41601,DED-724,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الامارات السبع,SEVEN EMIRATES RESTAURANT,54.5345295,24.33192037,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5524125,,,9422,Eating and Drinking,30,Restaurant,32,54.53452950000002,24.331920369999978
594,41602,DED-725,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ابواشرف - ذ م م,ABU ASHRAF RESTAURANT - LLC,54.53584041,24.32939035,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5528142,,,96279,Eating and Drinking,30,Restaurant,32,54.53584040999999,24.329390349999983
