,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,longitude,latitude
157,41038,DED-5857,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,اتلانتس انترنت كافية ذ م م,ATLANTIS INTERNET CAFE L L C,54.35163683,24.47396803,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,,,,,Eating and Drinking,30,Cafe,54.35163683000002,24.47396802999998
158,41039,DED-5858,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الزعيم,AL ZAEEM CAFE,54.35854721,24.47847652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,4926511,,,30630,Eating and Drinking,30,Cafe,54.35854720999998,24.478476520000015
159,41040,DED-5859,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات دار الزين,DAR AL ZEIN REFRESHMENTS & CAFE,54.35929108,24.47909546,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,26339998,daralzein@yahoo.com,6339951,33442,Eating and Drinking,30,Cafe,54.35929107999999,24.479095459999996
160,41042,DED-1701,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الحبايب كوفي شوب,AL HABAYIB COFFEE SHOP,54.53424644,24.3270359,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,5596845,55605,Eating and Drinking,30,Cafe,54.534246440000004,24.3270359
161,41046,DED-1705,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب ميكسيكو,MEXICO COFFEE SHOP,54.53853989,24.32575226,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,0,,,57307,Eating and Drinking,30,Cafe,54.53853988999998,24.32575226
162,41047,DED-1706,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب زهرة مصفح,MUSAFFAH FLOWER COFFE SHOP,54.53475189,24.32740879,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,38503,Eating and Drinking,30,Cafe,54.534751889999995,24.327408789999993
163,41048,DED-1707,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة ستار دوت كوم للانترنت,STAR   DOT COM   INTERNET HALL,54.534234999999995,24.32488823,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5527544,jamal58000@hotmail.com,5527544,12811,Eating and Drinking,30,Cafe,54.534235000000024,24.32488823
164,41064,DED-2470,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دانكن دونتس - فرع,DUNKING DONUTS - BRANCH,54.50493348,24.40744889,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 4,MQ4,6452070,dunkindonutsuae@yahoo.com,6452070,39423,Eating and Drinking,30,Cafe,54.50493347999998,24.407448890000012
165,41078,DED-929,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الصافى,AL SAFI CAFE,54.53316116,24.32336998,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,5525716,,,108816,Eating and Drinking,30,Cafe,54.53316116000002,24.323369979999995
166,41079,DED-930,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بقالة النوعيه العاليه,THE HIGH QUALITY GROCERY,54.53359507,24.32421249,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,5525985,,,105114,Eating and Drinking,30,Cafe,54.53359506999999,24.32421248999998
167,41081,DED-932,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الروشان كوفي شوب,ROSHAN COFFEE SHOP,54.53233719,24.32237148,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,91921,Eating and Drinking,30,Cafe,54.53233719000002,24.322371480000015
168,41082,DED-933,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب رشا-فرع,RASHA COFFEE SHOP- BRANCH,54.53603787,24.32235777,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,60301,Eating and Drinking,30,Cafe,54.53603786999997,24.322357769999996
169,41086,DED-937,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,قمة الجبل لخدمات الانترنت,TOP MOUNTAIN INTERNET SERVICES,54.53162003,24.32380104,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,52664,Eating and Drinking,30,Cafe,54.53162003,24.323801039999978
170,41089,DED-1740,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات دعاء الكروان,DUA AL KARAWAN COFFEE & REFRESHMENTS,54.53175354,24.32751274,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,6282,Eating and Drinking,30,Cafe,54.53175354000001,24.327512739999975
171,41091,DED-1742,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,جيما كوفي شوب,JIMA COFFEE SHOP,54.53191185,24.32638931,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,12881,Eating and Drinking,30,Cafe,54.53191184999997,24.326389310000025
172,41093,DED-1744,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ورقية كوفى شوب,WARAQIYYA COFFEE SHOP,54.53436279,24.3277235,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5520622,,,106963,Eating and Drinking,30,Cafe,54.53436278999999,24.32772349999999
173,41095,DED-1746,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب مغلة,MEKELLE COFFEE SHOP,54.53222656,24.32560444,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,12918,Eating and Drinking,30,Cafe,54.532226560000026,24.325604440000006
174,41099,DED-1750,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,طاحان انترنت كافيه اند نت وركس,TAHAN INTERNET CAFE & NETWORKS,54.534234999999995,24.32488823,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,,Eating and Drinking,30,Cafe,54.534235000000024,24.32488823
175,41101,DED-2471,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات شاطئ ابوظبي,ABU DHABI BEACH REFRESHMENTS & CAFE,54.5048558,24.40721093,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 4,MQ4,6733088,,6337754,712,Eating and Drinking,30,Cafe,54.50485579999997,24.40721093000002
176,41125,DED-940,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى القوس الذهبى,GOLDEN BOW CAFE,54.53864288,24.32271194,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,27302,Eating and Drinking,30,Cafe,54.53864288,24.322711939999976
177,41126,DED-941,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى بياسة,BAYASA COFFE SHOP,54.53494263,24.32256031,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,12807,Eating and Drinking,30,Cafe,54.53494262999999,24.32256030999997
178,41131,DED-946,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى النقبي,AL NAQBI CAFE,54.53455925,24.32229996,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,36881,Eating and Drinking,30,Cafe,54.53455924999997,24.32229996000001
179,41132,DED-947,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,التل المرعب للانترنت,THE TERRIBLE HILL INTERNET,54.53595924,24.32395363,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,5523253,kiddiela@eim.ae,5521812,8396,Eating and Drinking,30,Cafe,54.53595924000001,24.323953630000005
180,41137,DED-1752,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,السارية كوفي شوب - ذ م م,SARIYA COFFEE SHOP -  L L C,54.5308308,24.32758721,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,,Eating and Drinking,30,Cafe,54.53083079999999,24.32758720999999
181,41138,DED-1753,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,برواغو للأنترنت,BARWAQO INTERNET,54.53173968,24.32478601,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,,Eating and Drinking,30,Cafe,54.53173967999999,24.324786010000025
182,41139,DED-1754,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فينوس كوفي شوب,VENUS COFFE SHOP,54.53751755,24.32785225,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,,Eating and Drinking,30,Cafe,54.53751755000002,24.327852249999978
183,41140,DED-1755,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,شركة اسبيسيال للانترنت ذ.م.م,SPECIAL INTERNET COMPANY LLC,54.53131365,24.32545056,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5522335,,5522335,9583,Eating and Drinking,30,Cafe,54.531313650000016,24.32545055999998
184,41141,DED-1756,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,نجمة اثيوبيا كوفى شوب,ETHIOPIAN STAR COFFEE SHOP,54.53588104,24.32563782,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,36267,Eating and Drinking,30,Cafe,54.53588103999999,24.325637819999997
185,41142,DED-1757,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,شرم الشيخ كوفى شوب,SHARAM AL SHEIKH COFFEE SHOP,54.53809547,24.3266449,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,3376161,,,75243,Eating and Drinking,30,Cafe,54.53809546999997,24.32664490000002
186,41144,DED-1759,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب سمراء,SAMRA COFFEE SHOP,54.5338192,24.32823181,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,,,,110156,Eating and Drinking,30,Cafe,54.53381919999998,24.328231809999977
187,41165,DED-493,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى قصر الشوق,QASR AL SHOQ CAFE,54.38125585,24.48614822,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,,SULTAN1181@HOTMAIL.COM,,47321,Eating and Drinking,30,Cafe,54.38125585,24.48614822000002
188,41167,DED-495,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيتريا الواحة الاثيوبية,ETHIOPEAN OASIS CAFETERIA,54.38373184,24.48322296,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,,,,128379,Eating and Drinking,30,Cafe,54.383731839999996,24.483222959999978
189,41178,DED-980,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الرويس,AL RUWEIS CAFE,54.62621689,24.29394531,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 2,WB2,6929550,,,11605,Eating and Drinking,30,Cafe,54.62621689000002,24.293945310000026
190,41179,DED-981,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الامراء كوفى شوب,AL UMARA COFFEE SHOP,54.62621689,24.29394531,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 2,WB2,,,,11605,Eating and Drinking,30,Cafe,54.62621689000002,24.293945310000026
191,41183,DED-1035,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميسراء كوفي شوب,MISRA COFEE SHOP,54.62603188,24.29408646,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 2,WB2,,,,80669,Eating and Drinking,30,Cafe,54.62603188000003,24.294086460000017
192,41188,DED-1766,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب جورميه,COFFEE SHOP GOURMET,54.53126335,24.32691383,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5530307,,,13156,Eating and Drinking,30,Cafe,54.53126335000002,24.326913830000024
193,41189,DED-1767,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ويب سيتى كافيه,WEB SITY CAFE,54.53728104,24.32503319,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5525580,wbcty2000@hotmail.com,5525580,52664,Eating and Drinking,30,Cafe,54.53728103999998,24.32503319
194,41190,DED-1768,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات ليالى ابوظبى,ABU DHABI NIGHTS CAFE & REFRESHMENTS,54.53769684,24.32717514,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 11,ME11,5531322,,5525567,8778,Eating and Drinking,30,Cafe,54.537696840000024,24.32717514000001
195,41200,DED-2541,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الدله العربيه,ARABIAN DALLA CAFE,54.36983338,24.49218004,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 10,E10,6769680,,,76687,Eating and Drinking,30,Cafe,54.36983337999999,24.492180039999994
196,41201,DED-2542,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,سماء الصين انترنت كافيه ذ.م.م,CHINA SKY INT CAFE.LLC,54.3695934,24.49130922,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 10,E10,6722675,,4444419,108268,Eating and Drinking,30,Cafe,54.369593399999985,24.491309220000005
197,41203,DED-2544,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة فير للإنترنت كافيه,FIR @ INTERNET CAFE,54.37334766,24.49462347,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 10,E10,,,,,Eating and Drinking,30,Cafe,54.37334765999998,24.494623470000022
198,41205,DED-2546,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة الافق للانترنت,HORIZON INTERNET HALL,54.37016762,24.49133655,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 10,E10,6764426,shahgadalam22@yahoo.com,,33178,Eating and Drinking,30,Cafe,54.37016762000002,24.491336550000028
199,41209,DED-2550,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لافونتانا كافيه,LA FONTANA CAFE,54.37003517,24.49398804,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 10,E10,6779500,fontana@abudhabi.net.ae,6762766,47838,Eating and Drinking,30,Cafe,54.370035169999994,24.493988039999977
200,41213,DED-510,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,اسيا نيت كافية ذ م م,ASIA NET CAFE LLC,54.45204163,24.42326355,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 68,W68,6211255,,6211321,25277,Eating and Drinking,30,Cafe,54.45204163,24.42326355
201,41214,DED-511,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوستا ( فرع الامارات لمحلات الترفية)  ش ذ م.م  - فرع ابوظبي,COSTA ( BR. OF EMIRATES LEISURE RENTAIL )  L L C  - ABU DHABI  BR,54.45204163,24.42326355,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 68,W68,,,,,Eating and Drinking,30,Cafe,54.45204163,24.42326355
202,41215,DED-512,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دانكن دونتس - فرع,DUNKIN DONUTS - BRANCH,54.45204163,24.42326355,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 68,W68,6452070,dunkindonutsuae@yahoo.com,6452070,39423,Eating and Drinking,30,Cafe,54.45204163,24.42326355
203,41219,DED-539,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,شركة دارين العالمية (ذ. م. م.) - فر ع أبوظبي,DAREEN INTERNATIONAL (L.L.C.) - ABU DHABI BRANCH,54.49113655,24.40810776,أبوظبي,Abu Dhabi,منطقة المقطع,Al Maqta Area,مقطع 2,MQ2,,,,,Eating and Drinking,30,Cafe,54.49113655000002,24.408107760000007
204,41221,DED-545,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات ميرامار,MIRAMAR CAFE & REFREHSMENTS,54.38404756,24.48013561,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,6411641,,,75858,Eating and Drinking,30,Cafe,54.38404756,24.48013560999999
205,41223,DED-1039,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الطيف,AL TAIF CAFE,54.62677154,24.29352458,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 2,WB2,,,,76457,Eating and Drinking,30,Cafe,54.62677153999999,24.293524579999996
206,41230,DED-1046,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,القزاز كوفى شوب,AL QAZZAZ COFFEE SHOP,54.62621689,24.29394531,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 2,WB2,,,,56810,Eating and Drinking,30,Cafe,54.62621689000002,24.293945310000026
207,41234,DED-1089,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,عصائر  بفرلي هيلز,BEVERLY HILLS JUICE,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,6818860,hareb-9@hotmail.com,,4898,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
208,41246,DED-1862,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,البستان كوفى شوب,AL BUSTAN COFFE SHOP,54.66023254,24.37519741,أبوظبي,Abu Dhabi,الشوامخ,Al Shawamekh,الشوامخ  1,SHM1,6166188,,,57172,Eating and Drinking,30,Cafe,54.66023253999998,24.37519741
209,41261,DED-548,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كرك الامارات,EMIRATES KARAK,54.38455963,24.48224258,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,6427361,,,2226,Eating and Drinking,30,Cafe,54.38455963000001,24.48224257999999
210,41265,DED-552,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دار الكرك و المحلى,DAR AL KARAK & AL MUHALA,54.38276291,24.48436928,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,,,,,Eating and Drinking,30,Cafe,54.38276291,24.48436928000001
211,41266,DED-553,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,العيون كافى شوب,AL UYOON COFFEE SHOP,54.38324165,24.47963524,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,6423222,f-r-a@hotmail.com,,94195,Eating and Drinking,30,Cafe,54.38324165,24.479635239999993
212,41268,DED-555,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الغلا كوفى شوب,AL GHALA COFFEE SHOP,54.38371468,24.47994614,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_3,E18_03,,,,33962,Eating and Drinking,30,Cafe,54.383714680000026,24.47994613999998
213,41272,DED-1091,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كولومبيانو كافيه هاوس,COLOMBIANO COFFEE HOUSE,54.32119563,24.47607136,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Cafe,54.32119562999998,24.47607135999999
214,41273,DED-1092,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه ليسيو - فرع 1,CAFFE LISCIO - BRANCH 1,54.32119563,24.47607136,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Cafe,54.32119562999998,24.47607135999999
215,41274,DED-1093,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,باريستا جلف ـ ذ م م ـ فرع ابوظبي,BARISTA GULF LLC - ABUDHABI BRANCH,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
216,41275,DED-1094,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافية دى روما ( لافازا ),CAFFE DI ROMA ( LAVAZZA ),54.32119563,24.47607136,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Cafe,54.32119562999998,24.47607135999999
217,41276,DED-1095,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميس جى كافيه - فرع,MISS J CAFE - BRANCH,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,6678888,,6673333,526,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
218,41277,DED-1096,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,شاتر بوكس كافيه,CHATTER BOX CAFE,54.32119563,24.47607136,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,,,,,Eating and Drinking,30,Cafe,54.32119562999998,24.47607135999999
219,41278,DED-1097,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,تي لونج كافيه  ذ م م,TEA LOUNGE CAFE   L.L.C,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,6818801,,6818801,62462,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
220,41279,DED-1098,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فلوريان كافيه,FLORIAN CAFE,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,6816897,habib.ali@alfahimenterprises.com,6817700,17598,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
221,41280,DED-1099,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ليبس ذى كافيه - ذ م م,LIPS THE CAFE - L L C,54.32109451,24.47617912,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,كاسر الامواج,Kasser Al Amwaj,6818191,,6310220,111544,Eating and Drinking,30,Cafe,54.32109451000002,24.476179119999983
222,41285,DED-1865,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,رابوستا كوفي,Robusta Coffee,54.33462524,24.4505043,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 35,W35,4439839,ateeqalmuhairi@gmail.com,4439840,71201,Eating and Drinking,30,Cafe,54.33462523999998,24.450504299999977
223,41288,DED-1876,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب هوليود,HOLLYWOOD COFFEE SHOP,54.36411095,24.52789688,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,المنطقة الحرة 2,Freezone 2,,ATEEQALI7@HOTMAIL.COM,,45563,Eating and Drinking,30,Cafe,54.36411095,24.527896880000014
224,41290,DED-1896,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الرحبة كوفي شوب,AL RAHBA COFFEE SHOP,54.71332359,24.62560844,أبوظبي,Abu Dhabi,الرحبة,Al Rahba,الرحبه ك,RAHBA_L,5638493,,,10998,Eating and Drinking,30,Cafe,54.713323590000016,24.625608440000008
225,41291,DED-1897,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميلودى 2 انترنت كافيه,MELODY 2 INTERNET CAFE,54.69415846,24.55507511,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه الجديدة,Al Shahama New,,,,,Eating and Drinking,30,Cafe,54.69415845999998,24.55507511000002
226,41294,DED-1908,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ستانلي تو كافيه ذ م م,STANLY TWO CAFE  L L C,54.69433299,24.55630538,أبوظبي,Abu Dhabi,الشهامة,Al Shahama,الشهامه الجديدة,Al Shahama New,5632244,,,135825,Eating and Drinking,30,Cafe,54.69433299000002,24.556305380000026
227,41311,DED-606,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه ريم المها,REEM AL MAHA CAFE,54.53401184,24.32931519,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,,,,113401,Eating and Drinking,30,Cafe,54.534011840000005,24.32931518999999
228,41312,DED-607,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافتريا بيك برجر,CAFETERIA BIG BURGER,54.53419495,24.33315277,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق 10,ME10,5525110,,,130238,Eating and Drinking,30,Cafe,54.53419495000003,24.333152770000027
229,41316,DED-643,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب شانزليزيه,CHAMPSELYSEE COFFEE SHOP,54.36585808,24.49214745,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 8,E8,6260011,,6760317,28885,Eating and Drinking,30,Cafe,54.36585808000001,24.492147450000004
230,41317,DED-644,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دانكن دونتس,DUNKIN DONUTS,54.36585808,24.49214745,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 8,E8,6452070,dunkindonutsuae@yahoo.com,5759966,39423,Eating and Drinking,30,Cafe,54.36585808000001,24.492147450000004
231,41318,DED-645,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,موقف للانترنت,PARK INTERNET,54.36585761,24.49214682,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 8,E8,6266427,nachu878@yahoo.com,6334887,45350,Eating and Drinking,30,Cafe,54.36585760999998,24.492146820000016
